spots_genename,spots_coords_1,spots_coords_2,spots_score,idx
Kit,13918,25209,0.97267537591918,1129
Cck,13912,25210,0.902909275546017,1129
Prkca,14775,25210,0.990202917503427,3135
Cck,14836,25210,0.966437936771521,1124
Enpp2,13949,25212,0.970059393490649,1134
Cplx2,14177,25212,0.952536782647391,1135
Cryab,13933,25213,0.986918938095933,1129
Lamp5,13905,25214,0.960455733849038,1129
Cadps2,13920,25214,0.924832170527686,1129
Plp1,13940,25214,0.970245820842752,1134
Plp1,13943,25214,0.975049370841715,1134
Cplx2,14864,25214,0.922910316823497,3135
Slc6a1,14948,25214,0.981509164874319,3135
Gad1,13928,25215,0.973049162376061,1129
Plp1,13958,25215,0.988125054469599,1134
Enc1,15006,25215,0.993933593530049,3135
Neurod6,14820,25216,0.975319594620952,3135
Cplx2,13653,25217,0.956336395525437,1120
Gap43,14034,25217,0.968536471904902,3135
Wfs1,14954,25217,0.974063876350975,3135
Gad1,13922,25218,0.979812325851286,1129
Plp1,13932,25218,0.988669144069343,1134
Sulf2,13948,25218,0.940853122967008,1134
Gad1,13895,25219,0.993043054521505,1129
Plp1,13943,25219,0.969160604020371,1134
Nrsn1,14728,25219,0.989080675173458,3135
Cck,14827,25219,0.965324578802664,3135
Sulf2,14964,25220,0.98772944632754,3135
3110035E14Rik,13899,25221,0.95491710844937,3135
Plp1,13947,25221,0.966009180457968,1134
Aldoc,14767,25221,0.975769900761622,3135
Enpp2,13956,25222,0.965049976322316,1134
Wfs1,14824,25222,0.97382214265574,3135
Cplx2,14877,25222,0.930422505398666,3135
Cplx2,13457,25223,0.949687596492793,3135
Cplx2,13628,25223,0.937762392058688,3135
Gad1,13901,25223,0.955911639340211,1129
Calm2,13917,25224,0.935788462436809,1129
Calm2,14901,25224,0.973567203058661,3135
Gad1,13910,25225,0.972379651971663,1129
3110035E14Rik,14961,25225,0.907173466636026,3135
Calm2,13418,25226,0.966813242134274,3135
Plp1,13942,25226,0.964239889003065,1134
Pcp4,13587,25227,0.981895794888337,3135
Id2,13619,25227,0.988448735148485,3135
Plp1,13943,25227,0.983175289572446,1134
Plp1,13945,25228,0.93038005718898,1134
Slc6a1,14169,25228,0.989335786838669,1135
Calm2,14961,25228,0.9104947641659,1148
Nrn1,14897,25229,0.958084129460851,3135
Calm2,14945,25229,0.969905931841049,1148
Penk,13850,25230,0.904733072496684,1150
Rgs12,14679,25230,0.961430257654579,1142
Pvalb,14805,25230,0.963728156134366,3135
Gap43,14950,25230,0.976937530592803,1148
Plp1,13963,25231,0.986656158321821,1134
3110035E14Rik,14638,25231,0.976612813364235,3135
Neurod6,14867,25231,0.960805078628844,3135
Enc1,14969,25231,0.981678022695056,3135
Calm2,14973,25231,0.925463477259506,1154
Plp1,13944,25232,0.93538256794354,1134
Pde1a,14953,25233,0.961464790669494,1148
Tmsb10,14559,25234,0.944377719342742,3135
Rgs12,14687,25235,0.965130591829201,1142
Enc1,14802,25235,0.987226700896288,3135
Gap43,14909,25235,0.981727088272225,3135
Nrn1,14934,25235,0.900950115406609,1148
Neurod6,14956,25235,0.966667100418457,1148
Vip,13857,25236,0.958206217809923,1150
Gad1,13925,25236,0.977437143382605,1129
Penk,13846,25237,0.989110887629607,1150
Rgs4,14964,25237,0.963571437501183,1148
Wfs1,14892,25238,0.946177176689038,3135
Wfs1,14949,25238,0.980934824916213,1148
Cplx2,14796,25239,0.922058325996952,3135
Pde1a,14908,25239,0.981428244573647,3135
Gap43,13909,25240,0.98760178896865,3135
Cadps2,14938,25240,0.973989328706481,1148
Aldoc,14144,25242,0.99268380984754,3135
Tmsb10,14722,25242,0.951143515747832,3135
Gap43,14928,25242,0.946671256945076,1148
Slc24a2,14933,25242,0.955344406534475,1148
Gap43,14942,25242,0.994181103910249,1148
Gad1,13836,25243,0.983385082367231,1150
Prkca,14824,25244,0.961702806599007,3135
Nrn1,14832,25244,0.957742812117756,3135
Wfs1,14916,25244,0.985128844777555,1148
3110035E14Rik,14966,25244,0.951130573781433,1154
Vip,13849,25245,0.979622320616061,1150
Vip,13855,25245,0.980325433817081,1150
Penk,14987,25246,0.989189683805676,1154
Adgrl2,14853,25247,0.955240348374064,3135
Aldoc,13995,25248,0.966258011289887,3135
Atp1b1,13850,25249,0.990146133480586,1150
Bcl11b,14917,25249,0.980798681963709,1148
Gad1,13602,25250,0.986709514675107,3135
Snca,14886,25250,0.982263056561107,3135
Neurod6,14939,25250,0.976348565855051,1148
Calm2,15009,25250,0.970764064268531,1154
Pvalb,14628,25251,0.959106774327205,3135
Arpp21,14928,25251,0.956259859959593,1148
Crym,14950,25251,0.951507859729636,1148
Cplx2,15007,25251,0.968506463597366,1154
Slc24a2,14954,25252,0.958139341629407,1148
Cplx2,15006,25252,0.94179935319407,1154
Tmsb10,13842,25253,0.988568918910236,1150
Cplx2,14909,25253,0.927674355641928,3135
Slc24a2,14976,25253,0.951280234343856,1154
3110035E14Rik,14939,25254,0.988232960067277,1148
Aldoc,13715,25255,0.977565102664942,3135
Aldoc,14771,25255,0.969436531613172,3135
Wfs1,15005,25255,0.951993291218972,1154
Bcl11b,13691,25256,0.971255819708624,3135
Slc24a2,14969,25256,0.949699369072973,1154
Arpp21,14999,25256,0.960701884275082,1154
Neurod6,14913,25257,0.978170738460669,3135
Wfs1,15008,25258,0.959747553323796,1154
Tmsb10,14940,25259,0.944090525334259,1148
Tmsb10,14941,25260,0.978398285417574,1148
Cck,15009,25261,0.930779472022857,1154
3110035E14Rik,14826,25262,0.989330609319434,3135
Wfs1,14844,25262,0.961613119402753,3135
Wfs1,14959,25263,0.961083328324635,1154
Pcp4,14311,25264,0.988130537092011,3135
Gad1,14841,25264,0.940467517711211,3135
Slc24a2,14976,25264,0.93926129227961,1154
Id2,14326,25265,0.980479979530322,3135
Scg2,14970,25265,0.948552536347762,1154
Wfs1,15004,25265,0.960162167474041,1154
Fam19a1,15010,25265,0.960696401110342,3135
Calm2,13619,25266,0.968924556304489,1162
Calm2,14314,25266,0.975853637268491,3135
Rgs4,14826,25266,0.90581433799168,3135
Enc1,14947,25266,0.985004328823034,1148
Satb1,13772,25267,0.991701828804127,3135
Neurod6,14859,25267,0.977199514928054,3135
Enc1,14982,25267,0.987447505965594,1154
Rgs4,14816,25268,0.968326108638118,3135
Wfs1,14853,25268,0.918944145915823,3135
Col25a1,14950,25268,0.966356900544267,3135
3110035E14Rik,14963,25268,0.986909951543336,1154
Adgrl2,14974,25268,0.912402966115399,1154
Id2,13419,25269,0.989862812073175,1163
Enc1,14331,25270,0.980148227459996,1168
Calm2,14847,25270,0.968556562147151,1166
Neurod6,15007,25270,0.986227853180462,3135
Calm2,13364,25271,0.965118022029404,3135
Id2,13410,25271,0.991043956892686,1163
3110035E14Rik,14332,25271,0.927632242547237,1168
Bcl11b,14840,25271,0.902648108366829,1166
Cplx2,14213,25272,0.944819998371118,3135
Snca,14861,25272,0.943613617117048,3135
Nrsn1,13964,25273,0.994411726406048,3135
Prkca,14670,25273,0.957596958972831,3135
Rgs4,14824,25273,0.934513835211612,1166
Gap43,14916,25273,0.974457786451382,3135
Gap43,14945,25273,0.9832157211772,3135
Cadps2,13684,25274,0.989402765289698,3135
Cplx2,14225,25274,0.945643551746813,3135
Cplx2,14576,25274,0.927504034125946,3135
Rgs4,14853,25274,0.965542417214424,1166
Nrsn1,14903,25274,0.989040816494422,3135
Neurod6,14968,25274,0.946813868053166,1154
Aldoc,13802,25275,0.950524809466202,3135
Gap43,14814,25275,0.976445044701186,1166
Prkca,14832,25276,0.982860083985598,1166
Ndnf,14858,25276,0.936062884198872,3135
Cplx2,14931,25276,0.939559754156967,3135
3110035E14Rik,14915,25277,0.968314140096039,3135
Enc1,14949,25277,0.979346698186043,3135
Neurod6,14961,25277,0.952602731930758,3135
Aldoc,13382,25278,0.996627914517516,1163
Id2,13406,25278,0.960000873304386,1163
Crhbp,14728,25278,0.959346595753979,3135
Kit,14824,25278,0.985248052335845,1166
Prkca,14978,25278,0.987266258785941,1154
Id2,13399,25279,0.975217312859209,1163
Cdh13,14291,25279,0.985682150479506,3135
Calm2,14332,25279,0.96237638344688,1168
Enc1,14338,25279,0.974604041467499,1168
Calm2,14811,25279,0.930660306409598,1166
Neurod6,14833,25279,0.968823024347411,1166
Slc6a1,13416,25280,0.990514593027791,1163
Pcp4,14287,25280,0.98461317006443,3135
Id2,14311,25280,0.959355520959555,1168
Cplx2,14333,25280,0.911976425532009,1168
Neurod6,14814,25280,0.962483793902271,1166
Atp1b1,14906,25280,0.992582981476028,3135
Cplx2,13605,25281,0.941136017762516,3135
Cplx2,14599,25281,0.927314801603999,3135
Atp1b1,14800,25281,0.984096710819153,3135
Enc1,14808,25281,0.968516372486006,3135
Calm2,14876,25281,0.96043722602465,3135
Enc1,14911,25281,0.99146038542903,3135
Neurod6,14965,25281,0.968088600100697,3135
Cck,14988,25281,0.983484935888698,1154
3110035E14Rik,14835,25282,0.988182924807941,1166
Calm2,14739,25283,0.965601547878043,3135
Slc24a2,14917,25283,0.9749655441478,3135
3110035E14Rik,14962,25283,0.992629547447181,3135
Id2,13414,25284,0.980813164238442,1163
Cplx2,14312,25284,0.936727502572572,1168
Cplx2,14825,25284,0.904935495869815,1166
Tmsb10,14867,25284,0.942175578966404,3135
3110035E14Rik,14948,25284,0.963727354475052,3135
Aldoc,13419,25285,0.989387909664645,1163
Cplx2,14299,25285,0.920680810587534,1168
Plp1,13856,25286,0.991456227721282,3135
Wfs1,14859,25286,0.956819856161633,1166
Arpp21,14898,25286,0.962556147347649,3135
Cadps2,13879,25287,0.98352317976833,3135
Enpp2,14829,25287,0.985407880849023,1166
Nov,14852,25287,0.983976394437613,1166
Cplx2,13722,25288,0.954128829509299,3135
Cplx2,14612,25288,0.93805138979806,3135
Gap43,14835,25288,0.966090596759084,1166
Rgs4,14891,25288,0.971177124516551,3135
Neurod6,14945,25289,0.927727965455055,3135
Tmsb10,14957,25289,0.965517757981252,3135
Enc1,14325,25290,0.975048671513118,1168
Neurod6,14817,25290,0.961460652527755,1166
Rgs4,14841,25290,0.964721155313375,1166
Wfs1,14863,25290,0.940951298487666,1166
Cck,14993,25290,0.970467878948307,1183
Cplx2,13815,25291,0.939533442992979,3135
Neurod6,14728,25291,0.980625652873433,3135
Scg2,14894,25291,0.947454345028022,3135
Sulf2,14931,25291,0.993380370466176,1181
Prkca,14336,25292,0.964552695927521,1168
Neurod6,14853,25292,0.979459990320287,1166
Arpp21,14902,25292,0.985118367596459,3135
Cck,14918,25292,0.95005652610497,1181
Rgs4,14967,25292,0.983675399367757,1183
Aldoc,13878,25293,0.995641442781367,3135
Hapln1,14043,25293,0.974712451630663,1179
Pde1a,14315,25293,0.961075912962666,1168
Slc24a2,14327,25293,0.968964065705098,1168
Col25a1,14330,25293,0.92382927146091,1168
Cplx2,14552,25293,0.906295073887366,3135
Neurod6,14627,25293,0.977595741302124,3135
Pthlh,14909,25293,0.941267147801713,3135
Pcp4,14318,25294,0.993349641174101,1168
Aldoc,14777,25294,0.985460162934424,3135
Rgs4,14948,25294,0.978501557548057,3135
Rgs12,15010,25294,0.994018351145037,3135
Cplx2,13418,25295,0.948810527810204,3135
Prkca,14336,25296,0.942810400855633,1168
Wfs1,14828,25296,0.966995495339011,1166
3110035E14Rik,14931,25296,0.963921537845014,1181
Aldoc,13696,25297,0.995028336312809,1167
Reln,13939,25297,0.983665099633332,3135
Slc6a1,14028,25297,0.985043746771339,1179
Id2,14337,25297,0.941693599146192,1168
Gap43,14902,25297,0.940809142178661,3135
3110035E14Rik,14913,25297,0.992067299936132,1181
Calm2,14947,25297,0.942065084990841,1181
Cplx2,14998,25297,0.933099770806252,1183
Calm2,14638,25298,0.966245491736578,3135
Neurod6,14836,25298,0.947200889704105,1166
Cadps2,14936,25298,0.964667338403431,1181
Cplx2,14626,25299,0.944524247989674,3135
Wfs1,14786,25299,0.952833992253729,1184
Fam19a1,14799,25299,0.927554375421368,1184
Aldoc,13388,25300,0.96956865763406,1180
Cplx2,13945,25300,0.939164938720803,3135
Calm2,14833,25300,0.984203134922586,1166
Cryab,13373,25301,0.958049722609481,1180
Aldoc,14033,25301,0.967371893485122,1179
Wfs1,14638,25301,0.974327380851062,3135
Wfs1,14801,25301,0.932888050308808,1184
3110035E14Rik,14808,25301,0.981717184910202,1184
Enc1,14861,25301,0.983971394840112,1166
Fam19a1,14931,25301,0.966797665957535,1181
3110035E14Rik,14944,25301,0.905945667917526,1181
Neurod6,14976,25301,0.965155050285861,1183
Rgs4,14989,25301,0.965546739837633,1183
Enc1,14041,25302,0.982943144778902,3135
Pde1a,14326,25302,0.979337508562624,1168
Fam19a1,14753,25302,0.905319062145375,3135
Wfs1,14834,25303,0.953882539601199,1166
Zcchc12,14995,25303,0.942622300961807,1183
Cplx2,13848,25304,0.934984359329589,3135
Nrn1,14786,25304,0.968656021415692,1184
Fxyd6,14865,25305,0.977861202882709,3135
Plp1,13561,25306,0.989588093181952,3135
Cplx2,14646,25306,0.934077073617443,3135
Cplx2,14810,25306,0.934946204203163,1184
Rgs4,14852,25306,0.947391108291005,1166
Rgs4,14981,25306,0.903384264229552,1183
Rgs4,14813,25307,0.985376590165667,1184
Fam19a1,14826,25307,0.924466606706641,1166
Neurod6,14836,25307,0.984697212822661,1166
3110035E14Rik,14997,25307,0.914981315263621,1183
Neurod6,14859,25308,0.97488425670107,1166
3110035E14Rik,14990,25308,0.977891395391551,1183
Cplx2,14535,25309,0.953086598047578,3135
Cplx2,14761,25309,0.915572564621909,3135
Wfs1,14808,25309,0.969940770036354,1184
Neurod6,14942,25309,0.961053945386508,1181
Prkca,15004,25309,0.972448619476949,1183
Cadps2,13331,25310,0.989815942291763,3135
Aldoc,13396,25310,0.981801758245977,1180
Scg2,14810,25310,0.94351789594297,1184
Neurod6,14916,25310,0.967468213510508,1181
Nrn1,14330,25311,0.958745261513289,1168
Crym,14665,25311,0.991979007083717,3135
Enc1,14668,25311,0.983286206169935,3135
Wfs1,14777,25311,0.954678662744397,1184
Atp1b1,14846,25311,0.987181698880904,1166
3110035E14Rik,14788,25312,0.979484204824471,1184
Crym,14853,25312,0.968719363573344,1166
Col25a1,14903,25312,0.970823592324931,3135
Arpp21,14908,25312,0.974062941573448,1181
Cck,14829,25313,0.951978297121073,1166
Enc1,14855,25313,0.968139454280264,1166
Enc1,15005,25313,0.956210295891782,1189
Rgs4,14929,25314,0.966350803015362,1181
Cryab,14808,25315,0.928351073924346,1184
Calm2,14872,25315,0.973814169596728,3135
Rgs4,14943,25315,0.948786766427238,1181
Slc24a2,14965,25315,0.937768699303346,1183
Cux2,14364,25316,0.968613718980862,3135
Wfs1,14784,25316,0.925408922432945,1184
Arpp21,14982,25316,0.930343199417732,1183
Gap43,14659,25317,0.961897408203943,3135
3110035E14Rik,14810,25317,0.964914408904334,1184
Adgrl2,14844,25317,0.973950353174572,1166
Rgs4,14926,25317,0.982880191028222,1181
Fam19a1,14799,25318,0.924111117250493,1184
Gap43,14855,25318,0.991167251125863,1166
Neurod6,14896,25318,0.989633118406392,3135
Neurod6,14920,25318,0.98861323929908,1181
Rgs4,14657,25319,0.932398570581315,3135
Prkca,14834,25319,0.957761661245709,1166
Cadps2,14869,25319,0.961808351280534,3135
Aldoc,14590,25320,0.982358499385778,3135
Wfs1,14792,25320,0.970236108499478,1184
Neurod6,14982,25320,0.956610703591238,1183
Aldoc,13484,25321,0.990219091651635,3135
Rgs12,14267,25321,0.975082186033272,3135
Kit,14681,25321,0.971715526275388,1193
Neurod6,14934,25321,0.990685709693821,1181
Pde1a,14183,25322,0.97483766052151,3135
Slc24a2,14784,25322,0.970768538445563,1184
Cplx2,14910,25322,0.914028249983166,1181
Neurod6,14918,25322,0.906561101528239,1181
Prkca,14958,25322,0.985724369727361,3135
Wfs1,14795,25323,0.987150683468328,1184
Enpp2,14994,25323,0.988369043468659,1183
Rorb,13619,25324,0.980309138770011,1191
Cplx2,14209,25324,0.958276851509747,3135
Sulf2,14989,25324,0.9938815925393,1183
3110035E14Rik,14453,25325,0.992275241925519,1192
Cadps2,14673,25325,0.991714062655016,1193
Calm2,14800,25325,0.988036719219319,1184
Satb1,13634,25326,0.981272681636091,1191
Cadps2,14493,25326,0.967579176833185,3135
Cplx2,14568,25326,0.920847531291974,3135
3110035E14Rik,14924,25326,0.96307038023223,1181
Cplx2,14531,25327,0.959690337952095,3135
3110035E14Rik,14664,25327,0.98466830947843,3135
3110035E14Rik,14982,25327,0.961620425887801,1183
Cplx2,13746,25328,0.935885521121094,3135
Neurod6,14682,25328,0.926127260035634,1193
Cplx2,14999,25328,0.926400766240227,1189
Prkca,14674,25329,0.973177860922675,1193
Wfs1,14688,25329,0.982814312623683,1193
3110035E14Rik,14949,25329,0.978781028035553,3135
Id2,14490,25330,0.990284311088399,3135
3110035E14Rik,14659,25330,0.939920053673973,3135
3110035E14Rik,15010,25330,0.988153781370083,1189
Cplx2,13592,25331,0.947762136072742,3135
Enc1,14601,25331,0.975004722559572,3135
Tmsb10,14880,25331,0.966608730340673,1199
Neurod6,14973,25331,0.98871937305366,1183
Cnr1,14695,25332,0.973536053385919,1193
Cpne5,14898,25332,0.975668701978064,3135
Aldoc,14964,25332,0.991948311500811,3135
Fam19a1,14987,25332,0.942005850086117,1183
Gda,15007,25332,0.957551511257101,1189
Calm2,13802,25333,0.954011497629738,3135
Nov,14300,25333,0.97674222639225,3135
Cck,15000,25333,0.953450001003415,1189
Fam19a1,14682,25334,0.939664369052458,1193
Cadps2,14972,25334,0.989886553477044,3135
Gap43,14722,25335,0.919202118378105,3135
Cplx2,14878,25335,0.934264048708382,1199
Cplx2,13907,25336,0.917670035058777,3135
Atp1b1,14979,25336,0.96074062352342,3135
Aldoc,14036,25337,0.995574103348957,3135
Nrn1,14685,25337,0.920596762098759,1193
Arpp21,14719,25337,0.97028545144556,3135
Wfs1,15001,25337,0.94422457360135,1189
Arpp21,14674,25338,0.924963351063593,1193
3110035E14Rik,14715,25338,0.992643406799508,1193
Cxcl14,13632,25339,0.956516698187029,1191
Cplx2,14230,25339,0.924359058461002,3135
Nov,14883,25339,0.965153785774031,1199
Wfs1,14987,25339,0.948276109024981,1198
Nrsn1,13399,25340,0.960768512419216,3135
Fam19a1,14677,25340,0.971146570760139,1193
Calm2,14700,25340,0.957144362301098,1193
Cplx2,14835,25340,0.925000263133887,3135
Neurod6,14852,25340,0.955330166411052,1199
Prkca,14103,25341,0.97480117121677,3135
Cplx2,14736,25341,0.918094146967684,3135
Wfs1,14826,25341,0.922298911805959,3135
Kit,14984,25341,0.973903075061627,1198
Gap43,14811,25342,0.973959523073724,3135
3110035E14Rik,14690,25343,0.991576192756446,1193
Enc1,14860,25343,0.981594410790834,1199
Cplx2,14488,25344,0.936032914454424,3135
3110035E14Rik,14715,25344,0.981845249127645,1193
Wfs1,13614,25345,0.993400004478902,3135
Pcp4,14994,25345,0.956780167092427,1198
Gap43,14847,25346,0.969483137966781,1199
Neurod6,14864,25346,0.950325068916087,1199
Nov,14885,25346,0.982207494060296,1199
Kctd12,14925,25347,0.983266400658043,3135
Nrsn1,14957,25347,0.957739677990361,3135
Prkca,14881,25348,0.93652384897786,1199
Slc24a2,14899,25348,0.954059854442428,3135
Adgrl2,14858,25349,0.970197843991703,1199
Cadps2,14875,25349,0.979193716696314,1199
6330403K07Rik,14890,25349,0.948616652786965,1199
Gap43,14902,25349,0.949184093324705,3135
Fam19a1,14993,25350,0.937833975888288,1198
Cplx2,13893,25351,0.931600561759277,3135
Ntng1,14689,25351,0.98118086119387,1193
Enc1,14713,25351,0.977700642177406,1193
Cplx2,14835,25351,0.933120664058673,1205
Nov,14870,25351,0.966070363165321,1199
Snca,14998,25351,0.983027532620242,1198
Neurod6,15009,25351,0.956802870091178,1198
Ntng1,14688,25352,0.977265939726595,1193
Enc1,14983,25353,0.991178660469448,1198
Enc1,14832,25354,0.98163298203186,1205
Pvalb,14841,25354,0.93727425982649,1205
Cadps2,14876,25354,0.982007594778765,1199
Aldoc,13509,25356,0.97781491118234,1202
Pvalb,14817,25356,0.988184627198231,3135
Cplx2,14854,25356,0.924661775394776,1205
Pde1a,14990,25356,0.970552916570107,1198
Rgs4,14664,25357,0.953165407832295,3135
3110035E14Rik,14686,25357,0.973715006017084,1193
Neurod6,14693,25358,0.982089207266645,1193
Gad1,13310,25359,0.974307949225295,1208
Tmsb10,14697,25359,0.905361821601688,1193
Wfs1,14877,25359,0.984120492717602,1199
Id2,13506,25360,0.972109389273341,1202
Rasgrf2,13746,25361,0.915353441945352,3135
Atp1b1,13305,25362,0.901246801829342,1208
Neurod6,14685,25362,0.972083017020849,1193
Cplx2,14765,25363,0.941915429732579,1212
Ntng1,14836,25363,0.94494106874193,1205
Cplx2,14862,25363,0.911460824633615,1205
Slc24a2,14867,25363,0.958288054524081,1199
Prkca,14992,25363,0.973927575759186,1198
Hapln1,13298,25364,0.982722917596053,1208
Enc1,14598,25364,0.985284194435637,3135
Cplx2,13462,25365,0.933424466956952,3135
6330403K07Rik,14845,25365,0.901326291159805,1205
Pde1a,14851,25365,0.95136349822681,1205
Id2,14472,25366,0.98880121133307,3135
Gad1,13300,25367,0.988375857078006,1208
Cpne5,13671,25367,0.983820981101259,3135
Enc1,14712,25367,0.995801453202587,3135
Kit,14892,25367,0.949443906267629,3135
Gad1,13286,25368,0.969888942347716,1208
Gad1,13296,25369,0.966894201508256,1208
Id2,13521,25369,0.98723544629418,1202
Cck,14827,25370,0.975456454623627,1205
Atp1b1,13289,25371,0.982979001623377,1208
3110035E14Rik,14778,25371,0.984427932576131,1212
Tmsb10,14857,25371,0.960613076012755,1205
Cplx2,14597,25372,0.951491521696685,3135
Neurod6,14829,25372,0.967065613456961,1205
Penk,14872,25372,0.988216979950703,1211
Wfs1,14852,25373,0.966607477123273,1205
Aldoc,14214,25374,0.987969747112361,3135
Aldoc,13514,25375,0.991719580921635,1202
Atp1b1,14843,25375,0.969215405034308,1205
Fam19a1,14891,25376,0.917669152099282,1211
Kit,13287,25378,0.902333390515611,1208
Gad1,13293,25378,0.987801253424377,1208
Gap43,14847,25378,0.961543729866263,1205
3110035E14Rik,14878,25378,0.982075148644214,1211
Col25a1,14990,25378,0.927485757272297,3135
Snca,13542,25379,0.980945420225876,3135
Prkca,14858,25380,0.975624278694276,1211
Cplx2,14911,25380,0.937067288053541,3135
Id2,13849,25381,0.97241011496759,1210
Kctd12,14777,25381,0.972580844186468,1212
Gap43,13301,25382,0.970052873990673,1208
Kit,13309,25382,0.934818827201435,1208
Cplx2,14032,25382,0.919045731954852,3135
Neurod6,14888,25382,0.914477410802854,1211
Kit,14852,25383,0.983358091236412,1211
Neurod6,14882,25383,0.976621614787707,1211
Rgs4,15005,25385,0.973664221902911,3135
Neurod6,14845,25386,0.984867911040302,1211
Cplx2,13635,25387,0.912833826163118,1214
Id2,13642,25387,0.978488798112785,1214
Cplx2,14618,25387,0.951527989889286,3135
3110035E14Rik,14908,25387,0.98492744542097,3135
Gad1,13255,25388,0.972180406616362,3135
Gad1,13291,25388,0.930731412840942,1208
Penk,13452,25388,0.934128644506232,3135
Rorb,13648,25389,0.988427140762553,1214
Cplx2,14320,25389,0.951779406409443,3135
Nov,14869,25389,0.971720936710431,1211
Gad1,13298,25390,0.959140759447163,1208
Cplx2,14246,25390,0.93299110535556,1215
Serpini1,15002,25390,0.931660262324288,1220
3110035E14Rik,14144,25391,0.980889166202812,3135
Fam19a1,14852,25391,0.966136819384516,1211
Gap43,14890,25391,0.987668238984412,1211
Nrn1,14938,25391,0.950346127978926,3135
3110035E14Rik,14879,25392,0.979614752120291,1211
6330403K07Rik,13258,25393,0.948838258757275,3135
Gad1,14823,25393,0.978969810215244,3135
Neurod6,14856,25393,0.959266533908124,1211
Penk,13463,25394,0.947500621925999,1216
Id2,14247,25394,0.954069339888998,1215
Slc6a1,14250,25394,0.969991894841974,1215
Penk,14860,25394,0.978917348467457,1211
Nrn1,14916,25394,0.948796097855577,3135
Cplx2,14952,25394,0.929135956391341,3135
Grin3a,13647,25395,0.966575357789342,1214
Reln,13288,25396,0.924071928169611,1208
Gad1,13299,25396,0.981292949293994,1208
Aldoc,13640,25396,0.992417550074989,1214
Calm2,14847,25396,0.972414136732464,1211
Zcchc12,15004,25396,0.92799220337484,1220
Cplx2,14853,25397,0.922195193146841,1211
Prkca,14887,25397,0.982486420112884,1211
Neurod6,14770,25398,0.977970965757568,1212
Snca,14773,25398,0.981743447802926,1212
Wfs1,14806,25398,0.982256023611632,1226
Scg2,14986,25398,0.965940131104474,1220
Cplx2,14740,25400,0.91264319805418,3135
3110035E14Rik,14909,25400,0.993093753183324,3135
Arpp21,14964,25400,0.922569557530825,1227
Gad1,13281,25401,0.910399095250386,1208
Ndnf,13296,25402,0.988839700547198,1208
Cplx2,14501,25402,0.932413561356284,3135
Slc24a2,14896,25402,0.967593059836466,3135
Neurod6,14974,25402,0.971056948062385,1220
6330403K07Rik,14934,25403,0.955632136579725,1227
Rgs4,14960,25403,0.960911789144926,1227
Fam19a1,14795,25404,0.902817656022162,1226
Gad1,14878,25404,0.942959724446667,1228
Nrn1,14921,25404,0.95729789237043,3135
Aldoc,14244,25405,0.957594929708076,1215
Cplx2,13686,25406,0.94964497146864,3135
Arpp21,13769,25406,0.962767779749049,3135
Zcchc12,14775,25406,0.933109713947695,3135
Vip,14816,25406,0.942111571315827,1226
Cplx2,14955,25406,0.911819555799776,1227
Gap43,14665,25407,0.954227651201092,3135
Cplx2,14945,25407,0.928238431865392,1227
Penk,13453,25408,0.98628252750239,1216
Kctd12,14768,25408,0.993752085825049,3135
Cck,14824,25408,0.980127779043754,1226
Cnr1,14829,25408,0.935673293478881,3135
Rgs12,14853,25408,0.991709708122352,1228
Vip,14877,25408,0.928458510164442,1228
Neurod6,14934,25408,0.987114291766247,1227
Gad1,13295,25409,0.942836415761542,1208
Sema3c,14841,25409,0.944370277773751,1228
Gad1,14868,25409,0.986500258293187,1228
Col25a1,14970,25409,0.958186736736344,3135
3110035E14Rik,14834,25410,0.928886603540133,3135
Gad1,13286,25411,0.961054876634524,1208
Neurod6,14771,25411,0.988629568753836,3135
Scg2,14788,25411,0.926596941468659,1226
Neurod6,14799,25411,0.952480647536146,1226
Calm2,14836,25411,0.979261655182032,3135
Enpp2,14855,25411,0.964406212435775,1228
Aldoc,14980,25411,0.971754737505212,1220
Slc24a2,14986,25411,0.96505909187496,1220
Tmsb10,14481,25412,0.952076726698053,3135
Wfs1,14776,25412,0.960850325255575,1212
Tmsb10,14811,25412,0.923654066298872,1226
Prkca,14872,25412,0.965566043614683,1228
Calm2,14901,25412,0.969156787720731,3135
Vip,14827,25413,0.946094181200537,3135
Neurod6,14968,25413,0.962620766392264,1227
Plp1,13448,25414,0.985577586078402,1216
Neurod6,14795,25414,0.987627113154786,1226
Vip,14834,25414,0.982485440244626,3135
Vip,14855,25414,0.98408954794144,1228
Vip,14871,25414,0.982893191726352,1228
Neurod6,14946,25414,0.945531294771749,1227
Gap43,14840,25415,0.91074345058158,1228
Col25a1,14862,25415,0.978689019171772,1228
Vip,14886,25415,0.978705675144407,1228
Plp1,13452,25416,0.976986032560323,1216
Cplx2,13555,25416,0.943020917563389,3135
Prkca,13739,25416,0.957801239196113,3135
Kit,14818,25416,0.981377937315612,1226
Cck,14831,25417,0.964278889025896,1226
Calm2,14968,25417,0.925749629301093,1227
Id2,13184,25418,0.981320682111169,1231
Cplx2,13782,25418,0.931722788573526,3135
Slc24a2,14672,25418,0.982271938121203,3135
Slc24a2,14963,25418,0.962886721874358,1227
Rgs4,14972,25418,0.979923214750226,1227
Gap43,14978,25418,0.946139413109197,1220
Wfs1,15003,25418,0.964198334126413,1220
Cadps2,14710,25419,0.969513353466462,3135
